worker_age,employment_attrition_flag,travel_frequency,compensation_daily_rate,org_department,worker_commute_distance,education_level_code,education_field,worker_id,survey_environment_satisfaction,worker_gender,compensation_hourly_rate,survey_job_involvement,org_job_level,org_job_role,survey_job_satisfaction,worker_marital_status,compensation_monthly_salary,compensation_monthly_rate,career_companies_worked_count,work_overtime_flag,compensation_salary_hike_pct,performance_rating_code,survey_relationship_satisfaction,compensation_stock_option_level,career_total_years,training_sessions_last_year,survey_work_life_balance,tenure_total_years,tenure_current_role_years,tenure_years_since_promotion,tenure_years_with_manager,worker_status
36,0,RARE,363,Research & Development,1,3,Technical Degree,1237,3,F,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,1,21,4,3,1,17,2,3,7,7,7,7,Active
33,0,RARE,117,Research & Development,9,3,Medical,1238,1,M,60,3,1,Research Scientist,4,Married,2781,6311,0,0,13,3,2,1,15,5,3,14,10,4,10,Active
40,0,RARE,107,Sales,10,3,Technical Degree,1239,2,F,84,2,2,Sales Executive,2,Divorced,6852,11591,7,0,12,3,2,1,7,2,4,5,1,1,3,Active
25,0,RARE,1356,Sales,10,4,Life Sciences,1240,3,M,57,3,2,Sales Executive,4,Single,4950,20623,0,0,14,3,2,0,5,4,3,4,3,1,1,Active
30,0,RARE,1465,Research & Development,1,3,Medical,1241,4,M,63,3,1,Research Scientist,2,Married,3579,9369,0,1,21,4,1,1,12,2,3,11,9,5,7,Active
42,0,FREQ,458,Research & Development,26,5,Medical,1242,1,F,60,3,3,Research Director,1,Married,13191,23281,3,1,17,3,3,0,20,6,3,1,0,0,0,Active
35,0,NONE,1212,Sales,8,2,Marketing,1243,3,F,78,2,3,Sales Executive,4,Married,10377,13755,4,1,11,3,2,1,16,6,2,13,2,4,12,Active
27,0,RARE,1103,Research & Development,14,3,Life Sciences,1244,1,M,42,3,1,Research Scientist,1,Married,2235,14377,1,1,14,3,4,2,9,3,2,9,7,6,8,Active
54,0,FREQ,966,Research & Development,1,4,Life Sciences,1245,4,F,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,0,17,3,1,1,33,2,1,5,4,1,4,Active
44,0,RARE,1117,Research & Development,2,1,Life Sciences,1246,1,F,72,4,1,Research Scientist,4,Married,2011,19982,1,0,13,3,4,1,10,5,3,10,5,7,7,Active
19,1,NONE,504,Research & Development,10,3,Medical,1248,1,F,96,2,1,Research Scientist,2,Single,1859,6148,1,1,25,4,2,0,1,2,4,1,1,0,0,Terminated
29,0,RARE,1010,Research & Development,1,3,Life Sciences,1249,1,F,97,3,1,Research Scientist,4,Divorced,3760,5598,1,0,15,3,1,3,3,5,3,3,2,1,2,Active
54,0,RARE,685,Research & Development,3,3,Life Sciences,1250,4,M,85,3,4,Research Director,4,Married,17779,23474,3,0,14,3,1,0,36,2,3,10,9,0,9,Active
31,0,RARE,1332,Research & Development,11,2,Medical,1251,3,M,80,3,2,Healthcare Representative,1,Married,6833,17089,1,1,12,3,4,0,6,2,2,6,5,0,1,Active
31,0,RARE,1062,Research & Development,24,3,Medical,1252,3,F,96,2,2,Healthcare Representative,1,Single,6812,17198,1,0,19,3,2,0,10,2,3,10,9,1,8,Active
59,0,RARE,326,Sales,3,3,Life Sciences,1254,3,F,48,2,2,Sales Executive,4,Single,5171,16490,5,0,17,3,4,0,13,2,3,6,1,0,5,Active
43,0,RARE,920,Research & Development,3,3,Life Sciences,1255,3,M,96,1,5,Research Director,4,Married,19740,18625,3,0,14,3,2,1,25,2,3,8,7,0,7,Active
49,0,RARE,1098,Research & Development,4,2,Medical,1256,1,M,85,2,5,Manager,3,Married,18711,12124,2,0,13,3,3,1,23,2,4,1,0,0,0,Active
36,0,FREQ,469,Research & Development,3,3,Technical Degree,1257,3,M,46,3,1,Research Scientist,2,Married,3692,9256,1,0,12,3,3,0,12,2,2,11,10,0,7,Active
48,0,RARE,969,Research & Development,2,2,Technical Degree,1258,4,M,76,4,1,Laboratory Technician,2,Single,2559,16620,5,0,11,3,3,0,7,4,2,1,0,0,0,Active
27,0,RARE,1167,Research & Development,4,2,Life Sciences,1259,1,M,76,3,1,Research Scientist,3,Divorced,2517,3208,1,0,11,3,2,3,5,2,3,5,3,0,3,Active
29,0,RARE,1329,Research & Development,7,3,Life Sciences,1260,3,M,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,1,11,3,2,2,6,2,3,6,0,1,0,Active
48,0,RARE,715,Research & Development,1,3,Life Sciences,1263,4,M,76,2,5,Research Director,4,Single,18265,8733,6,0,12,3,3,0,25,3,4,1,0,0,0,Active
29,0,RARE,694,Research & Development,1,3,Life Sciences,1264,4,F,87,2,4,Research Director,4,Divorced,16124,3423,3,0,14,3,2,2,9,2,2,7,7,1,7,Active
34,0,RARE,1320,Research & Development,20,3,Technical Degree,1265,3,F,89,4,1,Research Scientist,3,Married,2585,21643,0,0,17,3,4,0,2,5,2,1,0,0,0,Active
44,0,RARE,1099,Sales,5,3,Marketing,1267,2,M,88,3,5,Manager,2,Married,18213,8751,7,0,11,3,3,1,26,5,3,22,9,3,10,Active
33,0,RARE,536,Sales,10,5,Marketing,1268,4,M,82,4,3,Sales Executive,3,Divorced,8380,21708,0,1,14,3,4,2,10,3,3,9,8,0,8,Active
19,0,RARE,265,Research & Development,25,3,Life Sciences,1269,2,F,57,4,1,Research Scientist,4,Single,2994,21221,1,1,12,3,4,0,1,2,3,1,0,0,1,Active
23,0,RARE,373,Research & Development,1,2,Life Sciences,1270,4,M,47,3,1,Research Scientist,3,Married,1223,16901,1,0,22,4,4,1,1,2,3,1,0,0,1,Active
25,1,FREQ,599,Sales,24,1,Life Sciences,1273,3,M,73,1,1,Sales Representative,4,Single,1118,8040,1,1,14,3,4,0,1,4,3,1,0,1,0,Terminated
26,0,RARE,583,Research & Development,4,2,Life Sciences,1275,3,M,53,3,1,Research Scientist,4,Single,2875,9973,1,1,20,4,2,0,8,2,2,8,5,2,2,Active
45,1,RARE,1449,Sales,2,3,Marketing,1277,1,F,94,1,5,Manager,2,Single,18824,2493,2,1,16,3,1,0,26,2,3,24,10,1,11,Terminated
55,0,NONE,177,Research & Development,8,1,Medical,1278,4,M,37,2,4,Healthcare Representative,2,Divorced,13577,25592,1,1,15,3,4,1,34,3,3,33,9,15,0,Active
21,1,FREQ,251,Research & Development,10,2,Life Sciences,1279,1,F,45,2,1,Laboratory Technician,3,Single,2625,25308,1,0,20,4,3,0,2,2,1,2,2,2,2,Terminated
46,0,RARE,168,Sales,4,2,Marketing,1280,4,F,33,2,5,Manager,2,Married,18789,9946,2,0,14,3,3,1,26,2,3,11,4,0,8,Active
34,0,RARE,131,Sales,2,3,Marketing,1281,3,F,86,3,2,Sales Executive,1,Single,4538,6039,0,1,12,3,4,0,4,3,3,3,2,0,2,Active
51,0,FREQ,237,Sales,9,3,Life Sciences,1282,4,M,83,3,5,Manager,2,Divorced,19847,19196,4,1,24,4,1,1,31,5,2,29,10,11,10,Active
59,0,RARE,1429,Research & Development,18,4,Medical,1283,4,M,67,3,3,Manufacturing Director,4,Single,10512,20002,6,0,12,3,4,0,25,6,2,9,7,5,4,Active
34,0,FREQ,135,Research & Development,19,3,Medical,1285,3,F,46,3,2,Laboratory Technician,2,Divorced,4444,22534,4,0,13,3,3,2,15,2,4,11,8,5,10,Active
28,0,FREQ,791,Research & Development,1,4,Medical,1286,4,M,44,3,1,Laboratory Technician,3,Single,2154,6842,0,1,11,3,3,0,5,2,2,4,2,0,2,Active
44,0,RARE,1199,Research & Development,4,2,Life Sciences,1288,3,M,92,4,5,Manager,1,Divorced,19190,17477,1,0,14,3,4,2,26,4,2,25,9,14,13,Active
34,0,FREQ,648,Human Resources,11,3,Life Sciences,1289,3,M,56,2,2,Human Resources,2,Married,4490,21833,4,0,11,3,4,2,14,5,4,10,9,1,8,Active
35,0,RARE,735,Research & Development,6,1,Life Sciences,1291,3,M,66,3,1,Research Scientist,3,Married,3506,6020,0,1,14,3,4,0,4,3,3,3,2,2,2,Active
42,0,RARE,603,Research & Development,7,4,Medical,1292,2,F,78,4,2,Research Scientist,2,Married,2372,5628,6,1,16,3,4,0,18,2,3,1,0,0,0,Active
43,0,RARE,531,Sales,4,4,Marketing,1293,4,F,56,2,3,Sales Executive,4,Single,10231,20364,3,0,14,3,4,0,23,3,4,21,7,15,17,Active
36,0,RARE,429,Research & Development,2,4,Life Sciences,1294,3,F,53,3,2,Manufacturing Director,2,Single,5410,2323,9,1,11,3,4,0,18,2,3,16,14,5,12,Active
44,1,RARE,621,Research & Development,15,3,Medical,1295,1,F,73,3,3,Healthcare Representative,4,Married,7978,14075,1,0,11,3,4,1,10,2,3,10,7,0,5,Terminated
28,0,FREQ,193,Research & Development,2,3,Life Sciences,1296,4,M,52,2,1,Laboratory Technician,4,Married,3867,14222,1,1,12,3,2,1,2,2,3,2,2,2,2,Active
51,0,FREQ,968,Research & Development,6,2,Medical,1297,2,F,40,2,1,Laboratory Technician,3,Single,2838,4257,0,0,14,3,2,0,8,6,2,7,0,7,7,Active
30,0,NONE,879,Research & Development,9,2,Medical,1298,3,F,72,3,2,Manufacturing Director,3,Single,4695,12858,7,1,18,3,3,0,10,3,3,8,4,1,7,Active
29,1,RARE,806,Research & Development,7,3,Technical Degree,1299,2,F,39,3,1,Laboratory Technician,3,Divorced,3339,17285,3,1,13,3,1,2,10,2,3,7,7,7,7,Terminated
28,0,RARE,640,Research & Development,1,3,Technical Degree,1301,4,M,84,3,1,Research Scientist,1,Single,2080,4732,2,0,11,3,2,0,5,2,2,3,2,1,2,Active
25,0,RARE,266,Research & Development,1,3,Medical,1303,4,F,40,3,1,Research Scientist,2,Single,2096,18830,1,0,18,3,4,0,2,3,2,2,2,2,1,Active
32,0,RARE,604,Sales,8,3,Medical,1304,3,M,56,4,2,Sales Executive,4,Married,6209,11693,1,0,15,3,3,2,10,4,4,10,7,0,8,Active
45,0,FREQ,364,Research & Development,25,3,Medical,1306,2,F,83,3,5,Manager,2,Single,18061,13035,3,0,22,4,3,0,22,4,3,0,0,0,0,Active
39,0,RARE,412,Research & Development,13,4,Medical,1307,3,F,94,2,4,Manager,2,Divorced,17123,17334,6,1,13,3,4,2,21,4,3,19,9,15,2,Active
58,0,RARE,848,Research & Development,23,4,Life Sciences,1308,1,M,88,3,1,Research Scientist,3,Divorced,2372,26076,1,0,12,3,4,2,2,3,3,2,2,2,2,Active
32,1,RARE,1089,Research & Development,7,2,Life Sciences,1309,4,M,79,3,2,Laboratory Technician,3,Married,4883,22845,1,0,18,3,1,1,10,3,3,10,4,1,1,Terminated
39,1,RARE,360,Research & Development,23,3,Medical,1310,3,M,93,3,1,Research Scientist,1,Single,3904,22154,0,0,13,3,1,0,6,2,3,5,2,0,3,Terminated
30,0,RARE,1138,Research & Development,6,3,Technical Degree,1311,1,F,48,2,2,Laboratory Technician,4,Married,4627,23631,0,0,12,3,1,1,10,6,3,9,2,6,7,Active
36,0,RARE,325,Research & Development,10,4,Technical Degree,1312,4,F,63,3,3,Healthcare Representative,3,Married,7094,5747,3,0,12,3,1,0,10,0,3,7,7,1,7,Active
46,0,RARE,991,Human Resources,1,2,Life Sciences,1314,4,F,44,3,1,Human Resources,1,Single,3423,22957,6,0,12,3,3,0,10,3,4,7,6,5,7,Active
28,0,NONE,1476,Research & Development,1,3,Life Sciences,1315,3,F,55,1,2,Laboratory Technician,4,Married,6674,16392,0,0,11,3,1,3,10,6,3,9,8,7,5,Active
50,0,RARE,1322,Research & Development,28,3,Life Sciences,1317,4,F,43,3,4,Research Director,1,Married,16880,22422,4,1,11,3,2,0,25,2,3,3,2,1,2,Active
40,1,RARE,299,Sales,25,4,Marketing,1318,4,M,57,2,3,Sales Executive,2,Single,9094,17235,2,1,12,3,3,0,9,2,3,5,4,1,0,Terminated
52,1,RARE,1030,Sales,5,3,Life Sciences,1319,2,M,64,3,3,Sales Executive,2,Single,8446,21534,9,1,19,3,3,0,10,2,2,8,7,7,7,Terminated
30,0,RARE,634,Research & Development,17,4,Medical,1321,2,F,95,3,3,Manager,1,Married,11916,25927,1,1,23,4,4,2,9,2,3,9,1,0,8,Active
39,0,RARE,524,Research & Development,18,2,Life Sciences,1322,1,M,32,3,2,Manufacturing Director,3,Single,4534,13352,0,0,11,3,1,0,9,6,3,8,7,1,7,Active
31,0,NONE,587,Sales,2,4,Life Sciences,1324,4,F,57,3,3,Sales Executive,3,Divorced,9852,8935,1,1,19,3,1,1,10,5,2,10,8,9,6,Active
41,0,NONE,256,Sales,10,2,Medical,1329,3,M,40,1,2,Sales Executive,2,Single,6151,22074,1,0,13,3,1,0,19,4,3,19,2,11,9,Active
31,1,FREQ,1060,Sales,1,3,Life Sciences,1331,4,F,54,3,1,Sales Representative,2,Single,2302,8319,1,1,11,3,1,0,3,2,4,3,2,2,2,Terminated
44,1,RARE,935,Research & Development,3,3,Life Sciences,1333,1,M,89,3,1,Laboratory Technician,1,Married,2362,14669,4,0,12,3,3,0,10,4,4,3,2,1,2,Terminated
42,0,NONE,495,Research & Development,2,1,Life Sciences,1334,3,M,37,3,4,Manager,3,Married,17861,26582,0,1,13,3,4,0,21,3,2,20,8,2,10,Active
55,0,RARE,282,Research & Development,2,2,Medical,1336,4,F,58,1,5,Manager,3,Married,19187,6992,4,0,14,3,4,1,23,5,3,19,9,9,11,Active
56,0,RARE,206,Human Resources,8,4,Life Sciences,1338,4,M,99,3,5,Manager,2,Single,19717,4022,6,0,14,3,1,0,36,4,3,7,3,7,7,Active
40,0,NONE,458,Research & Development,16,2,Life Sciences,1340,3,M,74,3,1,Research Scientist,3,Divorced,3544,8532,9,0,16,3,2,1,6,0,3,4,2,0,0,Active
34,0,RARE,943,Research & Development,9,3,Life Sciences,1344,4,M,86,3,3,Healthcare Representative,4,Divorced,8500,5494,0,0,11,3,4,1,10,0,2,9,7,1,6,Active
40,0,RARE,523,Research & Development,2,3,Life Sciences,1346,3,M,98,3,2,Research Scientist,4,Single,4661,22455,1,0,13,3,3,0,9,4,3,9,8,8,8,Active
41,0,FREQ,1018,Sales,1,3,Marketing,1349,3,F,66,3,2,Sales Executive,1,Divorced,4103,4297,0,0,17,3,4,1,10,2,3,9,3,1,7,Active
35,0,FREQ,482,Research & Development,4,4,Life Sciences,1350,3,M,87,3,2,Research Scientist,3,Single,4249,2690,1,1,11,3,2,0,9,3,3,9,6,1,1,Active
51,0,RARE,770,Human Resources,5,3,Life Sciences,1352,3,M,84,3,4,Manager,2,Divorced,14026,17588,1,1,11,3,2,1,33,2,3,33,9,0,10,Active
38,0,RARE,1009,Sales,2,2,Life Sciences,1355,2,F,31,3,2,Sales Executive,1,Divorced,6893,19461,3,0,15,3,4,1,11,3,3,7,7,1,7,Active
34,0,RARE,507,Sales,15,2,Medical,1356,3,F,66,3,2,Sales Executive,1,Single,6125,23553,1,0,12,3,4,0,10,6,4,10,8,9,6,Active
25,0,RARE,882,Research & Development,19,1,Medical,1358,4,M,67,3,1,Laboratory Technician,4,Married,3669,9075,3,0,11,3,3,3,7,6,2,3,2,1,2,Active
58,1,RARE,601,Research & Development,7,4,Medical,1360,3,F,53,2,3,Manufacturing Director,1,Married,10008,12023,7,1,14,3,4,0,31,0,2,10,9,5,9,Terminated
40,0,RARE,329,Research & Development,1,4,Life Sciences,1361,2,M,88,3,1,Laboratory Technician,2,Married,2387,6762,3,0,22,4,3,1,7,3,3,4,2,0,3,Active
36,0,FREQ,607,Sales,7,3,Marketing,1362,1,F,83,4,2,Sales Executive,1,Married,4639,2261,2,0,16,3,4,1,17,2,2,15,7,6,13,Active
48,0,RARE,855,Research & Development,4,3,Life Sciences,1363,4,M,54,3,3,Manufacturing Director,4,Single,7898,18706,1,0,11,3,3,0,11,2,3,10,9,0,8,Active
27,0,RARE,1291,Sales,11,3,Medical,1364,3,F,98,4,1,Sales Representative,4,Married,2534,6527,8,0,14,3,2,1,5,4,3,1,0,0,0,Active
51,0,RARE,1405,Research & Development,11,2,Technical Degree,1367,4,F,82,2,4,Manufacturing Director,2,Single,13142,24439,3,0,16,3,2,0,29,1,2,5,2,0,3,Active
18,0,NONE,1124,Research & Development,1,3,Life Sciences,1368,4,F,97,3,1,Laboratory Technician,4,Single,1611,19305,1,0,15,3,3,0,0,5,4,0,0,0,0,Active
35,0,RARE,817,Research & Development,1,3,Medical,1369,4,F,60,2,2,Laboratory Technician,4,Married,5363,10846,0,0,12,3,2,1,10,0,3,9,7,0,0,Active
27,0,FREQ,793,Sales,2,1,Life Sciences,1371,4,M,43,1,2,Sales Executive,4,Single,5071,20392,3,0,20,4,2,0,8,3,3,6,2,0,0,Active
55,1,RARE,267,Sales,13,4,Marketing,1372,1,M,85,4,4,Sales Executive,3,Single,13695,9277,6,1,17,3,3,0,24,2,2,19,7,3,8,Terminated
56,0,RARE,1369,Research & Development,23,3,Life Sciences,1373,4,M,68,3,4,Manufacturing Director,2,Married,13402,18235,4,1,12,3,1,1,33,0,3,19,16,15,9,Active
34,0,NONE,999,Research & Development,26,1,Technical Degree,1374,1,F,92,2,1,Research Scientist,3,Divorced,2029,15891,1,0,20,4,3,3,5,2,3,5,4,0,0,Active
40,0,RARE,1202,Research & Development,2,1,Medical,1375,2,F,89,4,2,Healthcare Representative,3,Divorced,6377,13888,5,0,20,4,2,3,15,0,3,12,11,11,8,Active
34,0,RARE,285,Research & Development,29,3,Medical,1377,2,M,86,3,2,Laboratory Technician,3,Married,5429,17491,4,0,13,3,1,2,10,1,3,8,7,7,7,Active
31,1,FREQ,703,Sales,2,3,Life Sciences,1379,3,F,90,2,1,Sales Representative,4,Single,2785,11882,7,0,14,3,3,0,3,3,4,1,0,0,0,Terminated
35,1,FREQ,662,Sales,18,4,Marketing,1380,4,F,67,3,2,Sales Executive,3,Married,4614,23288,0,1,18,3,3,1,5,0,2,4,2,3,2,Terminated
38,0,FREQ,693,Research & Development,7,3,Life Sciences,1382,4,M,57,4,1,Research Scientist,3,Divorced,2610,15748,1,0,11,3,4,3,4,2,3,4,2,0,3,Active
34,0,RARE,404,Research & Development,2,4,Technical Degree,1383,3,F,98,3,2,Healthcare Representative,4,Single,6687,6163,1,0,11,3,4,0,14,2,4,14,11,4,11,Active
28,0,RARE,736,Sales,26,3,Life Sciences,1387,3,M,48,2,2,Sales Executive,1,Married,4724,24232,1,0,11,3,3,1,5,0,3,5,3,0,4,Active
31,1,RARE,330,Research & Development,22,4,Medical,1389,4,M,98,3,2,Manufacturing Director,3,Married,6179,21057,1,1,15,3,4,2,10,3,2,10,2,6,7,Terminated
39,0,RARE,1498,Sales,21,4,Life Sciences,1390,1,M,44,2,2,Sales Executive,4,Married,6120,3567,3,1,12,3,4,2,8,2,4,5,4,1,4,Active
51,0,FREQ,541,Sales,2,3,Marketing,1391,2,M,52,3,3,Sales Executive,2,Married,10596,15395,2,0,11,3,2,0,14,5,3,4,2,3,2,Active
41,0,FREQ,1200,Research & Development,22,3,Life Sciences,1392,4,F,75,3,2,Research Scientist,4,Divorced,5467,13953,3,1,14,3,1,2,12,4,2,6,2,3,3,Active
37,0,RARE,1439,Research & Development,4,1,Life Sciences,1394,3,M,54,3,1,Research Scientist,3,Married,2996,5182,7,1,15,3,4,0,8,2,3,6,4,1,3,Active
33,0,FREQ,1111,Sales,5,1,Life Sciences,1395,2,M,61,3,2,Sales Executive,4,Married,9998,19293,6,0,13,3,1,0,8,2,4,5,4,1,2,Active
32,0,RARE,499,Sales,2,1,Marketing,1396,3,M,36,3,2,Sales Executive,2,Married,4078,20497,0,1,13,3,1,3,4,3,2,3,2,1,2,Active
39,0,NONE,1485,Research & Development,25,2,Life Sciences,1397,3,M,71,3,3,Healthcare Representative,3,Married,10920,3449,3,0,21,4,2,1,13,2,3,6,4,0,5,Active
25,0,RARE,1372,Sales,18,1,Life Sciences,1399,1,M,93,4,2,Sales Executive,3,Married,6232,12477,2,0,11,3,2,0,6,3,2,3,2,1,2,Active
52,0,FREQ,322,Research & Development,28,2,Medical,1401,4,F,59,4,4,Manufacturing Director,3,Married,13247,9731,2,1,11,3,2,1,24,3,2,5,3,0,2,Active
43,0,RARE,930,Research & Development,6,3,Medical,1402,1,F,73,2,2,Research Scientist,3,Single,4081,20003,1,1,14,3,1,0,20,3,1,20,7,1,8,Active
27,0,RARE,205,Sales,10,3,Marketing,1403,4,F,98,2,2,Sales Executive,4,Married,5769,7100,1,1,11,3,4,0,6,3,3,6,2,4,4,Active
27,1,RARE,135,Research & Development,17,4,Life Sciences,1405,4,F,51,3,1,Research Scientist,3,Single,2394,25681,1,1,13,3,4,0,8,2,3,8,2,7,7,Terminated
26,0,RARE,683,Research & Development,2,1,Medical,1407,1,M,36,2,1,Research Scientist,4,Single,3904,4050,0,0,12,3,4,0,5,2,3,4,3,1,1,Active
42,0,RARE,1147,Human Resources,10,3,Human Resources,1408,3,F,31,3,4,Manager,1,Married,16799,16616,0,0,14,3,3,1,21,5,3,20,7,0,9,Active
52,0,RARE,258,Research & Development,8,4,Other,1409,3,F,54,3,1,Laboratory Technician,1,Married,2950,17363,9,0,13,3,3,0,12,2,1,5,4,0,4,Active
37,0,RARE,1462,Research & Development,11,3,Medical,1411,1,F,94,3,1,Laboratory Technician,3,Single,3629,19106,4,0,18,3,1,0,8,6,3,3,2,0,2,Active
35,0,FREQ,200,Research & Development,18,2,Life Sciences,1412,3,M,60,3,3,Manufacturing Director,4,Single,9362,19944,2,0,11,3,3,0,10,2,3,2,2,2,2,Active
25,0,RARE,949,Research & Development,1,3,Technical Degree,1415,1,M,81,3,1,Laboratory Technician,4,Married,3229,4910,4,0,11,3,2,1,7,2,2,3,2,0,2,Active
26,0,RARE,652,Research & Development,7,3,Other,1417,3,M,100,4,1,Laboratory Technician,1,Single,3578,23577,0,0,12,3,4,0,8,2,3,7,7,0,7,Active
29,0,RARE,332,Human Resources,17,3,Other,1419,2,M,51,2,3,Human Resources,1,Single,7988,9769,1,0,13,3,1,0,10,3,2,10,9,0,9,Active
49,1,FREQ,1475,Research & Development,28,2,Life Sciences,1420,1,M,97,2,2,Laboratory Technician,1,Single,4284,22710,3,0,20,4,1,0,20,2,3,4,3,1,3,Terminated
29,1,FREQ,337,Research & Development,14,1,Other,1421,3,F,84,3,3,Healthcare Representative,4,Single,7553,22930,0,1,12,3,1,0,9,1,3,8,7,7,7,Terminated
54,0,RARE,971,Research & Development,1,3,Medical,1422,4,F,54,3,4,Research Director,4,Single,17328,5652,6,0,19,3,4,0,29,3,2,20,7,12,7,Active
58,0,RARE,1055,Research & Development,1,3,Medical,1423,4,F,76,3,5,Research Director,1,Married,19701,22456,3,1,21,4,3,1,32,3,3,9,8,1,5,Active
55,0,RARE,1136,Research & Development,1,4,Medical,1424,2,M,81,4,4,Research Director,4,Divorced,14732,12414,2,0,13,3,4,2,31,4,4,7,7,0,0,Active
36,0,RARE,1174,Sales,3,4,Marketing,1425,1,F,99,3,2,Sales Executive,2,Single,9278,20763,3,1,16,3,4,0,15,3,3,5,4,0,1,Active
31,1,FREQ,667,Sales,1,4,Life Sciences,1427,2,F,50,1,1,Sales Representative,3,Single,1359,16154,1,0,12,3,2,0,1,3,3,1,0,0,0,Terminated
30,0,RARE,855,Sales,7,4,Marketing,1428,4,F,73,3,2,Sales Executive,1,Divorced,4779,12761,7,0,14,3,2,2,8,3,3,3,2,0,2,Active
31,0,RARE,182,Research & Development,8,5,Life Sciences,1430,1,F,93,3,4,Research Director,2,Single,16422,8847,3,0,11,3,3,0,9,3,4,3,2,1,0,Active
34,0,FREQ,560,Research & Development,1,4,Other,1431,4,M,91,3,1,Research Scientist,1,Divorced,2996,20284,5,0,14,3,3,2,10,2,3,4,3,1,3,Active
31,1,RARE,202,Research & Development,8,3,Life Sciences,1433,1,F,34,2,1,Research Scientist,2,Single,1261,22262,1,0,12,3,3,0,1,3,4,1,0,0,0,Terminated
27,0,RARE,1377,Research & Development,11,1,Life Sciences,1434,2,M,91,3,1,Laboratory Technician,1,Married,2099,7679,0,0,14,3,2,0,6,3,4,5,0,1,4,Active
36,0,RARE,172,Research & Development,4,4,Life Sciences,1435,1,M,37,2,2,Laboratory Technician,4,Single,5810,22604,1,0,16,3,3,0,10,2,2,10,4,1,8,Active
36,0,RARE,329,Sales,16,4,Marketing,1436,3,F,98,2,2,Sales Executive,1,Married,5647,13494,4,0,13,3,1,2,11,3,2,3,2,0,2,Active
47,0,RARE,465,Research & Development,1,3,Technical Degree,1438,1,M,74,3,1,Research Scientist,4,Married,3420,10205,7,0,12,3,3,1,17,2,2,6,5,1,2,Active
25,1,RARE,383,Sales,9,2,Life Sciences,1439,1,M,68,2,1,Sales Representative,1,Married,4400,15182,3,0,12,3,1,0,6,2,3,3,2,2,2,Terminated
37,0,NONE,1413,Research & Development,5,2,Technical Degree,1440,3,M,84,4,1,Laboratory Technician,3,Single,3500,25470,0,0,14,3,1,0,7,2,1,6,5,1,3,Active
56,0,RARE,1255,Research & Development,1,2,Life Sciences,1441,1,F,90,3,1,Research Scientist,1,Married,2066,10494,2,0,22,4,4,1,5,3,4,3,2,1,0,Active
47,0,RARE,359,Research & Development,2,4,Medical,1443,1,F,82,3,4,Research Director,3,Married,17169,26703,3,0,19,3,2,2,26,2,4,20,17,5,6,Active
24,0,RARE,1476,Sales,4,1,Medical,1445,4,F,42,3,2,Sales Executive,3,Married,4162,15211,1,1,12,3,3,2,5,3,3,5,4,0,3,Active
32,0,RARE,601,Sales,7,5,Marketing,1446,4,M,97,3,2,Sales Executive,4,Married,9204,23343,4,0,12,3,3,1,7,3,2,4,3,0,3,Active
34,0,RARE,401,Research & Development,1,3,Life Sciences,1447,4,F,86,2,1,Laboratory Technician,2,Married,3294,3708,5,0,17,3,1,1,7,2,2,5,4,0,2,Active
41,0,RARE,1283,Research & Development,5,5,Medical,1448,2,M,90,4,1,Research Scientist,3,Married,2127,5561,2,1,12,3,1,0,7,5,2,4,2,0,3,Active
40,0,NONE,663,Research & Development,9,4,Other,1449,3,M,81,3,2,Laboratory Technician,3,Divorced,3975,23099,3,0,11,3,3,2,11,2,4,8,7,0,7,Active
31,0,RARE,326,Sales,8,2,Life Sciences,1453,1,M,31,3,3,Sales Executive,4,Divorced,10793,8386,1,0,18,3,1,1,13,5,3,13,7,9,9,Active
46,1,RARE,377,Sales,9,3,Marketing,1457,1,M,52,3,3,Sales Executive,4,Divorced,10096,15986,4,0,11,3,1,1,28,1,4,7,7,4,3,Terminated
39,1,NONE,592,Research & Development,2,3,Life Sciences,1458,1,F,54,2,1,Laboratory Technician,1,Single,3646,17181,2,1,23,4,2,0,11,2,4,1,0,0,0,Terminated
31,1,FREQ,1445,Research & Development,1,5,Life Sciences,1459,3,F,100,4,3,Manufacturing Director,2,Single,7446,8931,1,0,11,3,1,0,10,2,3,10,8,4,7,Terminated
45,0,RARE,1038,Research & Development,20,3,Medical,1460,2,M,95,1,3,Healthcare Representative,1,Divorced,10851,19863,2,1,18,3,2,1,24,2,3,7,7,0,7,Active
31,0,RARE,1398,Human Resources,8,2,Medical,1461,4,F,96,4,1,Human Resources,2,Single,2109,24609,9,0,18,3,4,0,8,3,3,3,2,0,2,Active
31,1,FREQ,523,Research & Development,2,3,Life Sciences,1464,2,M,94,3,1,Laboratory Technician,4,Married,3722,21081,6,1,13,3,3,1,7,2,1,2,2,2,2,Terminated
45,0,RARE,1448,Research & Development,29,3,Technical Degree,1465,2,M,55,3,3,Manufacturing Director,4,Married,9380,14720,4,1,18,3,4,2,10,4,4,3,1,1,2,Active
48,0,RARE,1221,Sales,7,3,Marketing,1466,3,M,96,3,2,Sales Executive,1,Divorced,5486,24795,4,0,11,3,1,3,15,3,3,2,2,2,2,Active
34,1,RARE,1107,Human Resources,9,4,Technical Degree,1467,1,F,52,3,1,Human Resources,3,Married,2742,3072,1,0,15,3,4,0,2,0,3,2,2,2,2,Terminated
